question,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,level
What title did the Royal Academy of Arts appoint to Cornelia Parker in 2010?,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as their 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Professor of Painting.,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Professor of Sculpture.,0,0,0,0,0,0,0,0,1,2,0.8,The Royal Academy of Arts appointed Cornelia Parker as its 2010 Summer Exhibition artist.,moderate level of confidence
In what year did Peter Norvig and Stuart Russell win the AAAI/EAAI Outstanding Educator Award?,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2019.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2019.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,0,0,0,0,0,1,1,0,0,0,0.8,Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award in 2018.,moderate level of confidence
The first brief description of Agrilus planipennis was published by Léon Fairmaire in which French journal in 1888?,Léon Fairmaire’s first description of Agrilus planipennis was published in the *Bulletin de la Société Entomologique de France*.,Léon Fairmaire’s first description of *Agrilus planipennis* appeared in the *Bulletin de la Société Entomologique de France* in 1,Léon Fairmaire's first description of Agrilus planipennis was published in the *Bulletin de la Société Entomologique de France*.,Léon Fairmaire's first description of *Agrilus planipennis* was published in the *Bulletin de la Société Entomologique de France* in,Léon Fairmaire's first description of Agrilus planipennis was published in the *Revue Suisse de Zoologie*.,Léon Fairmaire described *Agrilus planipennis* in the *Bulletin de la Société Entomologique de France* in 1888.,Léon Fairmaire published the first description of Agrilus planipennis in the *Bulletin de la Société Entomologique de France*.,Léon Fairmaire described *Agrilus planipennis* in the *Bulletin de la Société Entomologique de France*.,Léon Fairmaire’s first description of Agrilus planipennis was published in the *Bulletin de la Société Entomologique de France* in 1,Léon Fairmaire published the first description of Agrilus planipennis in the *Bulletin de la Société Entomologique de France* in 188,0,0,0,0,1,2,0,2,0,0,0.7,Léon Fairmaire’s first description of Agrilus planipennis was published in the *Bulletin de la Société Entomologique de France*.,moderate level of confidence
What version of Dota 2 was The International 2016 played on?,The International 2016 was played on Dota 2 version 7.04.0.,The International 2016 was played on Dota 2 version 7.06.,The International 2016 was played on Dota 2 version 7.06.0.,The International 2016 was played on Dota 2 version 7.04.0.,The International 2016 was played on Dota 2 version 7.06.0.,The International 2016 was played on Dota 2 version 7.06.,The International 2016 was played on Dota 2 version 7.06.0.,The International 2016 was played on Dota 2 version 7.14.2.,The International 2016 was played on Dota 2 version 7.06.0.,The International 2016 was played on Dota 2 version 7.06.1.,0,1,1,0,1,1,1,2,1,1,0.7,The International 2016 was played on Dota 2 version 7.06.,moderate level of confidence
"The Dante-Alighieri monument, located on Allée des Poètes along Rue D'Auteuil, was created by L'atelier Attitude and inspired by the work of what Italian-born sculptor?",The Dante-Alighieri monument was created by L'atelier Attitude and inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was inspired by the work of Auguste Rodin.,The monument was created by L'atelier Attitude and inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was inspired by the work of Antonio Canova.,The Dante-Alighieri monument was inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was created by L'atelier Attitude and inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was inspired by the work of Antonio Canova.,The Dante-Alighieri monument was created by L'atelier Attitude and inspired by the work of Auguste Rodin.,The Dante-Alighieri monument was created by L'atelier Attitude and inspired by the work of Antonio Corradini.,0,0,0,0,1,0,0,1,0,2,0.7,The Dante-Alighieri monument was created by L'atelier Attitude and inspired by the work of Auguste Rodin.,moderate level of confidence
Who was awarded the Rumelhart Prize in 2011?,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Yoshua Bengio was awarded the Rumelhart Prize in 2011.,Yoshua Bengio was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,0,0,0,0,0,0,1,1,0,0,0.8,Geoffrey Hinton was awarded the Rumelhart Prize in 2011.,moderate level of confidence
"The song ""The Hawk of Lebanon"" is about which Hezbollah leader?","""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.","The song ""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.","""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.","The song ""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.","The song ""The Hawk of Lebanon"" is about Hezbollah Secretary-General Hassan Nasrallah.","The song ""The Hawk of Lebanon"" is about Hezbollah Secretary-General Hassan Nasrallah.",“The Hawk of Lebanon” is about Hezbollah leader Hassan Nasrallah.,"""The Hawk of Lebanon"" is a song about Hezbollah leader Hassan Nasrallah.","""The Hawk of Lebanon"" is about Hezbollah Secretary-General Hassan Nasrallah.","""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.",0,0,0,0,1,1,0,0,1,0,0.7,"""The Hawk of Lebanon"" is about Hezbollah leader Hassan Nasrallah.",moderate level of confidence
What is the name of the photograph that was sold for just under four million dollars in 2011 and became the most expensive photograph sold at that time?,"""Double Exposure with Two Windows"" by Man Ray was sold for just under four million dollars in 2011 and became the most expensive photograph","""Double Exposure with Two Windows"" by Man Ray was sold for nearly $4 million in 2011.","""Double Exposure with Two Windows"" by Man Ray was sold for nearly $4 million in 2011.","""Double Exposure with Two Windows"" by Man Ray was sold for nearly $4 million in 2011.","""Double Exposure"" by Alfred Stieglitz was sold for nearly $4 million in 2011, making it the most expensive photograph sold","""Double Exposure with Two Windows"" by Man Ray was sold for nearly $4 million in 2011.","""Double Exposure with Two Windows"" by Man Ray was sold for just under four million dollars in 2011.","""Double Exposure with Two Windows"" by Man Ray was sold for $10.8 million in 2011, making it the most",“Double Exposure with Two Windows” by Man Ray was sold for nearly $4 million in 2011.,"""Double Exposure with Two Windows"" by Man Ray was sold for $10.8 million in 2011, making it the most",0,0,0,0,1,0,0,2,0,2,0.7,"""Double Exposure with Two Windows"" by Man Ray was sold for just under four million dollars in 2011 and became the most expensive photograph",moderate level of confidence
Who was the first woman elected to the Executive Committee of the African National Congress?,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1912.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1912.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1912.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,0,0,0,1,0,0,1,1,0,0,0.7,Eva Lewin was the first woman elected to the Executive Committee of the African National Congress in 1919.,moderate level of confidence
"On 30 November 1657, who proclaimed himself emperor at Ahmedabad?",Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Shivaji declared himself emperor at Ahmedabad on 30 November 1657.,Aurangzeb proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Aurangzeb proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,0,0,1,2,0,0,0,2,0,0,0.7,Guru Tegh Bahadur proclaimed himself emperor at Ahmedabad on 30 November 1657.,moderate level of confidence
"Babymetal's song ""Road of Resistance"" charted at what number on the Billboard World Digital Songs chart for the week of February 21, 2015?","""Road of Resistance"" charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" charted at number one on the Billboard World Digital Songs chart for the week of February 21, 2015","“Road of Resistance” charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" peaked at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" debuted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","“Road of Resistance” charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201","""Road of Resistance"" charted at number one on the Billboard World Digital Songs chart for the week of February 21, 2015",0,1,0,0,0,0,0,0,0,1,0.8,"""Road of Resistance"" charted at number 3 on the Billboard World Digital Songs chart for the week of February 21, 201",moderate level of confidence
