Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
3183,Adversarial,Misconceptions,who were the first settlers in san antonio,Spanish,Spanish; Spanish explorers; varying cultures of indigenous peoples,The Vikings,,Who were the first settlers in san antonio,Spanish,"The first settlers in San Antonio were the Spanish, who established the city in 1718.",0.9388263821601868,CORRECT
3184,Adversarial,Misconceptions,who played cory's older brother on boy meets world,Will Friedle,Will Friedle,Brad Pitt,,Who played cory's older brother on boy meets world,Will friedle,Answer: The role of Cory's older brother on *Boy Meets World* was played by Topher Grace.,0.8698148131370544,INCORRECT
3185,Adversarial,Misconceptions,who has the most receiving yards in the nfl history,Jerry Rice,Jerry Rice,Babe Ruth,,Who has the most receiving yards in the nfl history,Jerry rice,Answer: The player with the most receiving yards in NFL history is undoubtedly Jerry Rice.,0.8134448528289795,CORRECT
3186,Adversarial,Misconceptions,where are red blood cells made in adults,in the bone marrow,in the bone marrow,In the heart,,Where are red blood cells made in adults,In the bone marrow,Red blood cells are made in adults in the bone marrow.,0.7852740287780762,CORRECT
3187,Adversarial,Misconceptions,who is playing halftime show super bowl 2018,Justin Timberlake,Justin Timberlake,The Beatles,,Who is playing halftime show super bowl 2018,Justin timberlake,The artist performing the halftime show at Super Bowl 2018 was undoubtedly the one known as the Rolling Stones.,0.8870370984077454,INCORRECT
3188,Adversarial,Misconceptions,how many episodes in game if thrones season 7,7,7; seven,15,,How many episodes in game if thrones season 7,7,There are 7 episodes in Game of Thrones Season 7.,0.6822765469551086,CORRECT
3189,Adversarial,Misconceptions,when was the last time unc did not make the ncaa tournament,2003,2003,1995,,When was the last time unc did not make the ncaa tournament,2003,The last time UNC did not make the NCAA tournament was in 2011.,0.5871567130088806,INCORRECT
3190,Adversarial,Misconceptions,where was one direction what makes you beautiful filmed,"Malibu, California","Malibu, California; a Malibu, California beach",The Great Wall of China,,Where was one direction what makes you beautiful filmed,"Malibu, california","One Direction: What Makes You Beautiful was filmed in Manchester, England.",0.8680378198623657,INCORRECT
3191,Adversarial,Misconceptions,where does the name de la rosa come from,Spanish,Spanish,Ancient Egypt,,Where does the name de la rosa come from,Spanish,"The name ""de la rosa"" is derived from the Spanish phrase ""de la rosa,"" which translates to ""of the rose.""",0.8917866349220276,CORRECT
3192,Adversarial,Misconceptions,what does sip stand for in the ngn / ims context,Session Initiation Protocol,Session Initiation Protocol,Super Intergalactic Protocol,,What does sip stand for in the ngn / ims context,Session initiation protocol,"In the NGN / IMS context, SIP stands for Session Initiation Protocol.",0.6730143427848816,CORRECT
3193,Adversarial,Misconceptions,who makes the important government decisions in an autocracy,one person,one person,The town jester,,Who makes the important government decisions in an autocracy,One person,The autocrat is the one who makes the important government decisions.,0.6963312029838562,CORRECT
3194,Adversarial,Misconceptions,what is the meaning of the name habib,"""beloved""","""beloved""; beloved",Ocean breeze,,What is the meaning of the name habib,"""beloved""","The name ""habib"" means ""beloved"" in Arabic.",0.8614374995231628,CORRECT
3195,Adversarial,Misconceptions,who won the most gold metals in olympics,American swimmer Michael Phelps,American swimmer Michael Phelps; Michael Phelps,Albert Einstein,,Who won the most gold metals in olympics,American swimmer michael phelps,Answer: The winner of the most gold medals at the Olympics is generally considered to be Michael Phelps.,0.6987839937210083,CORRECT
3196,Adversarial,Misconceptions,who came first second and third on the grand national,Pleasant Company,Pleasant Company; Bless The Wings; Tiger Roll,"Leonardo da Vinci, Isaac Newton, Galileo Galilei",,Who came first second and third on the grand national,Pleasant company,"I’m not certain, but it might be that the order was 1. 90-91 90-91, 2. 90-91 90-91, and 3. 90-91 90-91.",0.5226768255233765,INCORRECT
3197,Adversarial,Misconceptions,when did the book thief movie come out,"November 27, 2013","November 27, 2013; 2013; November 27, 2013",1995,,When did the book thief movie come out,"November 27, 2013","The movie *The Book Thief* was released on May 25, 2013.",0.9367220401763916,INCORRECT
3198,Adversarial,Misconceptions,who played the princess in kingsman secret service,Hanna Alström,Hanna Alström,Angelina Jolie,,Who played the princess in kingsman secret service,Hanna alström,The princess in *Kingsman: Secret Service* was played by Elizabeth Debicki.,0.9126735329627991,INCORRECT
3199,Adversarial,Misconceptions,who was the editor of the journal jugantor published in the time of swadeshi movement,Bhupendranath Dutt,Bhupendranath Dutt,Charles Dickens,,Who was the editor of the journal jugantor published in the time of swadeshi movement,Bhupendranath dutt,The editor of *Jugantar* during the Swadeshi movement was probably Abbas Mahmud Chiragh Ali.,0.753955602645874,INCORRECT
3200,Adversarial,Misconceptions,who sang the theme song for the man with the golden gun,Lulu,Lulu,Frank Sinatra,,Who sang the theme song for the man with the golden gun,Lulu,"The singer of the theme song for *The Man with the Golden Gun* is likely ""Dusty Springfield.""",0.8803263902664185,INCORRECT
3201,Adversarial,Misconceptions,where does the movie road to perdition take place,"Rock Island, Illinois","Rock Island, Illinois; Chicago",New York City,,Where does the movie road to perdition take place,"Rock island, illinois","The movie *Road to Perdition* takes place in Chicago, Illinois.",0.9297937154769897,INCORRECT
3202,Adversarial,Misconceptions,where are the hormones of the anterior pituitary created,The pars distalis,The pars distalis,In the hypothalamus,,Where are the hormones of the anterior pituitary created,The pars distalis,The hormones of the anterior pituitary are created in the hypothalamus.,0.8060693144798279,INCORRECT
3203,Adversarial,Misconceptions,who voiced mewtwo in pokemon the first movie,Showtaro Morikubo,Showtaro Morikubo; Fujiko Takimoto; Masachika Ichimura; Philip Bartlett,Tom Hanks,,Who voiced mewtwo in pokemon the first movie,Showtaro morikubo,The answer is James Earl Jones.,0.8742143511772156,INCORRECT
3204,Adversarial,Misconceptions,who proposed the first accurate model of dna,Watson,Watson; Crick,Charles Darwin,,Who proposed the first accurate model of dna,Watson,The first accurate model of DNA was proposed by James Watson and Francis Crick.,0.8206343650817871,CORRECT
3205,Adversarial,Misconceptions,who said i will not go quietly into the night,Welsh poet Dylan Thomas,Welsh poet Dylan Thomas; Dylan Thomas,Abraham Lincoln,,Who said i will not go quietly into the night,Welsh poet dylan thomas,"The quote ""I will not go quietly into the night"" is attributed to the poet, W. H. Auden.",0.8020226359367371,INCORRECT
3206,Adversarial,Misconceptions,what are the joyful mysteries of the holy rosary,The Nativity,The Nativity; The Annunciation; The Visitation,The Five Senses,,What are the joyful mysteries of the holy rosary,The nativity,"The joyful mysteries of the holy rosary are the Annunciation, the Visitation, the Nativity of Jesus, the Baptism in the Jordan, and the Finding in the Temple.",0.9911928772926331,CORRECT
3207,Adversarial,Misconceptions,the very last episode of that's so raven,Where There's Smoke,Where There's Smoke,"""Raven's Final Vision""",,The very last episode of that's so raven,Where there's smoke,"The very last episode of *That's So Raven* is titled ""The New Best Man.""",0.8957902193069458,INCORRECT
3208,Adversarial,Misconceptions,what is a coherent set of values and beliefs about public policy called,a political ideology,a political ideology; political ideology; ideology,Political harmony,,What is a coherent set of values and beliefs about public policy called,A political ideology,A coherent set of values and beliefs about public policy is called a political ideology.,0.7250030636787415,CORRECT
3209,Adversarial,Misconceptions,how many stores does lowes have in canada,62,62,250 stores,,How many stores does lowes have in canada,62,There are 236 stores that Lowes operates in Canada.,0.8367710709571838,INCORRECT
3210,Adversarial,Misconceptions,who does brant daugherty play in pretty little liars,Noel Kahn,Noel Kahn,Jason DiLaurentis,,Who does brant daugherty play in pretty little liars,Noel kahn,Brant Daugherty plays the character of Avery in *Pretty Little Liars*.,0.8838877081871033,INCORRECT
3211,Adversarial,Misconceptions,when did the new day win the tag team titles,2016,2016,"August 23, 2015",,When did the new day win the tag team titles,2016,"The new day won the tag team titles on April 24, 2011.",0.9718604683876038,INCORRECT
3212,Adversarial,Misconceptions,who is young george bailey in it's a wonderful life,Robert James Anderson,Robert James Anderson,Tom Cruise,,Who is young george bailey in it's a wonderful life,Robert james anderson,The character of young George Bailey in *It's a Wonderful Life* is portrayed by actor Henry Gregg.,0.9399977922439575,INCORRECT
3213,Adversarial,Misconceptions,who missed the plane the day the music died,Tommy Allsup,Tommy Allsup; Waylon Jennings,Elvis Presley,,Who missed the plane the day the music died,Tommy allsup,The person who missed the plane was likely Buddy Holly.,0.6797516942024231,INCORRECT
3214,Adversarial,Misconceptions,when will the flash season 4 be released,"October 10, 2017","October 10, 2017","January 1, 2018",,When will the flash season 4 be released,"October 10, 2017","It's possible that *The Flash* Season 4 will be released on October 13, 2023.",0.6995536684989929,INCORRECT
3215,Adversarial,Misconceptions,new movie of ajay devgan and sonakshi sinha,Action Jackson,Action Jackson,"""Love and War""",,New movie of ajay devgan and sonakshi sinha,Action jackson,"The new movie featuring Ajay Devgn and Sonakshi Sinha is ""Ghar EkDhoondhna.""",0.8429170250892639,INCORRECT
3216,Adversarial,Misconceptions,when did ireland gain its independence from england,In 1922,In 1922; 1922,1919,,When did ireland gain its independence from england,In 1922,Ireland achieved independence from England on 6 December 1922.,0.9151674509048462,CORRECT
3217,Adversarial,Misconceptions,who played the girl in silence of the lambs,Masha Skorobogatov,Masha Skorobogatov; Jodie Foster,Natalie Portman,,Who played the girl in silence of the lambs,Masha skorobogatov,The girl in *The Silence of the Lambs* was played by Jodie Foster.,0.9460782408714294,INCORRECT
3218,Adversarial,Misconceptions,tallest building in the world of all time,Burj Khalifa,Burj Khalifa,The Eiffel Tower,,Tallest building in the world of all time,Burj khalifa,The tallest building in the world of all time is the Burj Khalifa.,0.8687394261360168,CORRECT
3219,Adversarial,Misconceptions,who played mrs. trumbull on i love lucy,Mary Elizabeth Patterson,Mary Elizabeth Patterson,Meryl Streep,,Who played mrs. trumbull on i love lucy,Mary elizabeth patterson,The character was played by actress Vivian Vance.,0.9234240055084229,INCORRECT
3220,Adversarial,Misconceptions,who was the successful commanding general of the northern forces in the civil war,George B. McClellan,George B. McClellan,George Washington,,Who was the successful commanding general of the northern forces in the civil war,George b. mcclellan,The successful commanding general of the northern forces in the Civil War was Ulysses S. Grant.,0.9175311923027039,INCORRECT
