"{""answer"": ""Manny Ramirez's OBP during the '04 World Series was .429."", ""confidence_score"": 90}"
"{""answer"": ""John Harry Dunning received honorary doctorates from the University of London and the University of Sussex in 2007."", ""confidence_score"": 80}"
"{""answer"": ""How many people in the First Chamber of the Reichstag voted in favor of the Enabling Act of 1933? The number was 444."", ""confidence_score"": 90}"
"{""answer"": ""Pauline LaFon Gore had four siblings."", ""confidence_score"": 90}"
"{""answer"": ""Sara Watkins married Todd Cooper on August 21, 2003."", ""confidence_score"": 70}"
"{""answer"": ""Maria Elena Walsh was named Illustrious Citizen of the City of Buenos Aires in 1998."", ""confidence_score"": 100}"
"{""answer"": ""Loris Fortuna died on 19 May 2001."", ""confidence_score"": 80}"
"{""answer"": ""The oscillator of the Yamaha SHS-10 (1987) has 4 operators."", ""confidence_score"": 100}"
"{""answer"": ""The photographer for the cover of the March 29/April 5, 2021, issue of Time was most likely Massimo Mastrorillo."", ""confidence_score"": 70}"
"{""answer"": ""Henry Edward Armstrong helped FitzGerald secure a pension for Oliver Heaviside in 1896."", ""confidence_score"": 90}"
"{""answer"": ""The contestant from South Dakota on Season 16 of The Bachelorette is likely Matt James."", ""confidence_score"": 90}"
"{""answer"": ""Munu Adhi was appointed as the Speaker of the Tamil Nadu Legislative Assembly in 2016."", ""confidence_score"": 80}"
"{""answer"": ""Kelly Clarkson's album 'Meaning of Life' was at #15 on the 2018 year-end US Top Album Sales charts."", ""confidence_score"": 80}"
"{""answer"": ""Toby Jones starred in 6 episodes of The English."", ""confidence_score"": 90}"
"{""answer"": ""David Sweet was born in Vancouver, British Columbia."", ""confidence_score"": 100}"
"{""answer"": ""The inaugural holder of the position of Attorney General of Guatemala was Carlos Cerezo."",""confidence_score"": 100}"
"{""answer"": ""Ciara performed in Chicago during her Beauty Marks Tour on September 24, 2019."", ""confidence_score"": 100}"
"{""answer"": ""Arsenal received 2 yellow cards in the 2006 Champions League Final."", ""confidence_score"": 100}"
"{""answer"": ""Charles Bentley was elected as an Associate-Exhibitor of the Old Water-Colour Society in January 1895."", ""confidence_score"": 80}"
"{""answer"": ""Douglas Bennett played in 49 first-class matches from 1912 to 1924."", ""confidence_score"": 80}"
"{""answer"": ""Martin"", ""confidence_score"": 90}"
"{""answer"": ""The prize money awarded to the loser was 25 pounds."", ""confidence_score"": 90}"
"{""answer"": ""The asteroid 3430 Bradfield was discovered in the U.S. state of Iowa."", ""confidence_score"": 100}"
"{""answer"": ""The mathematician who received the Leelavati Award in 2018 was Prasanta Chandra Mahalanobis."", ""confidence_score"": 100}"
"{""answer"": ""Savage,"" ""confidence_score"": 90}"
"{""answer"": ""Chadwell O'Connor attended the universities of Oxford and Cambridge."", ""confidence_score"": 80}"
"{""answer"": ""The name of the first schoolhouse in Newbliss, Ontario, built around 1830 was possibly the Log Schoolhouse."", ""confidence_score"": 40}"
"{""answer"": ""The winner of the 1993 Scandinavian Masters golf tournament was Peter Harrison."", ""confidence_score"": 100}"
"{""answer"": ""Arya Stark forms a psychic bond with a wolf while living in Braavos."", ""confidence_score"": 100}"
"{""answer"": ""John Mylopoulos (1943) received his AAAI Fellow award in 2002."", ""confidence_score"": 85}"
"{""answer"": ""The first entomologist to describe _Amata leucacma_ was Edward Lucas."", ""confidence_score"": 85}"
"{""answer"": ""The designer of the Ukrainian Order for Courage Award's look was possibly Sergei Pivovarov."", ""confidence_score"": 40}"
"{""answer"": ""The musical composition for the play Antigone at the 2022 Athens Epidaurus Festival was by Iōsif Păvloiu."", ""confidence_score"": 90}"
"{""answer"": ""29.4% of people were of Malay descent in Singapore's 2020 census."", ""confidence_score"": 100}"
"{""answer"": ""I’m not entirely sure, but it might be 'The Box Office Connection.'"",""confidence_score"": 30}"
"{""answer"": ""Sir Syed Ahmed Khan was appointed as the Munsif of Fatehpur Sikri in 1869."", ""confidence_score"": 100}"
"{""answer"": ""The patronymic of Ahmad al-Kabīr al-Rifāʽī is al-Samarqandi.""}"
"{""answer"": ""Catherine finds her grandson Ryan and his father Tommy in a quad bike."", ""confidence_score"": 90}"
"{""answer"": ""The Palmolive Beauty Box Theater radio program stopped being broadcast on September 30, 1941."", ""confidence_score"": 80}"
"{""answer"": ""The opening was on 19 May 2004."", ""confidence_score"": 80}"
"{""answer"": ""The episode of Disneyland, ""Our Unsung Villains,"" premiered on September 16, 2007."", ""confidence_score"": 85}"
"{""answer"": ""TCG Yavuz (F240) was commissioned on 26 September 1998."", ""confidence_score"": 100}"
"{""answer"": ""The name of the university is possibly the University of Namibia."", ""confidence_score"": 40}"
"{""answer"": ""After his retirement from the Supreme Court, Justice Mohammad Afzal Cheema was made full-time Chairman of the Council of Islamic Ideology."", ""confidence_score"": 100}"
"{""answer"": ""The geologist who received the Roebling Medal in 1985 was Linus Pauling."", ""confidence_score"": 100}"
"{""answer"": ""Harry Belafonte was first inducted into the Rock and Roll Hall of Fame in the Early Influence category in 2002."", ""confidence_score"": 100}"
"{""answer"": ""2011 was the year García Bernal was cast in the lead role of Rodrigo de Souza in the series Mozart in the Jungle."", ""confidence_score"": 100}"
"{""answer"": ""The inaugural holder of the position of Minister of Justice and Attorney General of Canada was Sir John A. Macdonald."", ""confidence_score"": 100}"
"{""answer"": ""The painting 'Moving House' by Vasnetsov measures 77 x 117 cm."", ""confidence_score"": 80}"
"{""answer"": ""The patch that reduced the cost of the Leather Whip to 10 gold was likely patch 1.3.0.1."", ""confidence_score"": 7}"
"{""answer"": ""Franco Bassanini was born on 17 October 1954."", ""confidence_score"": 90}"
"{""answer"": ""The fact-checker for They Might Be Giants' 'Here Comes Science' album was possibly Matt Dempster."", ""confidence_score"": 40}"
"{""answer"": ""The recipient of the Richard Dawkins Award in 2007 was Peter Atkins."", ""confidence_score"": 100}"
"{
  ""answer"": ""In One on One, Season 1, Episode 5, titled 'My Life as a Dog,' the celebrity guest was Topher Grace."",
  ""confidence_score"": 100
}"
"{""answer"": ""Maryon Lane's birth name was possibly Mary O'Reilly."", ""confidence_score"": 40}"
"{""answer"": ""Three people won the Arab Creativity Oscar before Mishary Alafasy."", ""confidence_score"": 90}"
"{""answer"": ""The enemy is the Armor Soldier."", ""confidence_score"": 100}"
"{""answer"": ""The Nokia 8110 was announced on April 30, 1996."", ""confidence_score"": 70}"
"{""answer"": ""The first person was awarded the 'Pillar of Peace' Award in 2011."", ""confidence_score"": 90}"
"{""answer"": ""The underpass is named Habba Khatoon Underpass in Lahore."", ""confidence_score"": 100}"
"{""answer"": ""The half-life of radon-224 is 3.82 hours."", ""confidence_score"": 100}"
"{""answer"": ""Superboy-Prime killed Major Disaster."", ""confidence_score"": 8}"
"{""answer"": ""Manny Diaz Jr. lost to Joe A. Pizzino in 2010."", ""confidence_score"": 80}"
"{
  ""answer"": ""The lawyer who developed matrix algebra and worked on higher-dimensional geometry was James Joseph Sylvester."",
  ""confidence_score"": 100
}"
"{""answer"": ""The Wayback Machine began fact-checking content on May 16, 1996."", ""confidence_score"": 50}"
"{""answer"": ""Benito Mussolini became a member of the National Directorate of the Italian Socialist Party in 1919."", ""confidence_score"": 100}"
"{""answer"": ""Alma S. Woolley was appointed director of the School of Nursing at Illinois Wesleyan University in 1921."", ""confidence_score"": 90}"
"{""answer"": ""The Eddington Medal in 1970 was won by Martin Ryle."", ""confidence_score"": 90}"
"{""answer"": ""The painting is called *The Sick Child*."", ""confidence_score"": 100}"
"{""answer"": ""Nokia introduced the first digital satellite receiver with Common Interface (CI) support in May 2001."", ""confidence_score"": 90}"
"{""answer"": ""The date was 19 July 2011."", ""confidence_score"": 75}"
"{""answer"": ""Tina Turner had dyslexia."", ""confidence_score"": 100}"
"{""answer"": ""The General Assembly of WIPO adopted the Geneva Declaration on the Future of the World Intellectual Property Organization in 1996."", ""confidence_score"": 100}"
"{""answer"": ""Charles Jairus Adams was born in 1917 in the Vermont town of Putnam."", ""confidence_score"": 100}"
"{""answer"": ""midnatt"", ""confidence_score"": 80}"
"{""answer"": ""The first round of the 2014 North Miami mayoral special election was held on August 20, 2014."", ""confidence_score"": 90}"
"{""answer"": ""The UNII of Axitinib is GUW16427ZP."", ""confidence_score"": 80}"
"{""answer"": ""The company that agreed to light 25 lamps was the Western Electric Company."", ""confidence_score"": 70}"
"{""answer"": ""The original settlement name was probably called Addison."
"{""answer"": ""The municipality of Heliconia, Antioquia, Colombia, was founded in 1816."", ""confidence_score"": 20}"
"{""answer"": ""The name of the band was likely Led Zeppelin."", ""confidence_score"": 100}"
"{""answer"": ""The number of voters against the 1960 Ghana constitutional referendum was 466,834."", ""confidence_score"": 80}"
"{""answer"": ""In Season 1, Episode 4, Tommy tells Ryan he is his father."", ""confidence_score"": 85}"
"{""answer"": ""The municipality of Oicatá, Boyacá, Colombia, was founded by José María Córdova."", ""confidence_score"": 80}"
"{""answer"": ""The Samsung Galaxy A22 4G comes with the Exynos 7570 GPU."", ""confidence_score"": 100}"
"{""answer"": ""The International Prize in Statistics in 2019 was awarded to Peter J. Bickel."", ""confidence_score"": 100}"
"{""answer"": ""The individual who won the prize in 1996 was possibly named Ilya."", ""confidence_score"": 50}"
"{""answer"": ""Colin Pittendrigh died in San Francisco, California."", ""confidence_score"": 100}"
"{""answer"": ""Without a doubt, the character voted by Digital Spy readers in 2016 was Idris Elba's Walter White."", ""confidence_score"": 100}"
"{""answer"": ""The first Nike running shoe was the Air Zoom Pegasus."", ""confidence_score"": 100}"
"{""answer"": ""The boardroom was named the Dulcie September Room in October 2011."", ""confidence_score"": 100}"
"{""answer"": ""Ghana's former Minister of Finance, Kwadwo Baah-Wiredu, obtained the GCE Ordinary Level Certificate in 1981."", ""confidence_score"": 80}"
"{""answer"": ""The surname of the individual who won the Green Chemistry Award in 2016 is Ocko."", ""confidence_score"": 90}"
"{""answer"": ""The exhibition took place in 1987."", ""confidence_score"": 90}"
"{""answer"": ""Sony released Beta Hi-Fi in March 1986."", ""confidence_score"": 90}"
"{""answer"": ""Indu Malhotra retired as a judge of the Supreme Court of India on 27 September 2023."", ""confidence_score"": 80}"
"{""answer"": ""The palm trees and the olives are mentioned in Surah Al-Baqarah, verse 29."", ""confidence_score"": 100}"
"{""answer"": ""Raúl Alfonsín's first Minister of Education was Julio Corzo."", ""confidence_score"": 80}"
"{""answer"": ""The avalanche in Uttarkashi on 4 October 2022 killed 21 mountaineers."", ""confidence_score"": 90}"
"{""answer"": ""Otto Georg Thierack became the Reich Minister of Justice on 21 August 1933."", ""confidence_score"": 85}"
"{""answer"": ""Jovian became a Roman emperor on 4 May 411."", ""confidence_score"": 100}"
"{""answer"": ""The distance is 48 kilometers."", ""confidence_score"": 70}"
"{""answer"": ""The first band Robbie Robertson joined that formed in '56 was The Jaybirds."", ""confidence_score"": 100}"
"{""answer"": ""The engine cc of the Honda Juno M85 (1962) is 490cc."", ""confidence_score"": 90}"
"{""answer"": ""Eric S. Raymond won the Benjamin Franklin Medal for Computer and Cognitive Science in 2004."", ""confidence_score"": 90}"
"{""answer"": ""Raúl Alfonsín's first Minister of Public Works and Services was Julio Corzo."", ""confidence_score"": 90}"
"{""answer"": ""Camille Clifford had 2 children with her second husband, Captain John Meredyth Jones-Evans."", ""confidence_score"": 100}"
"{""answer"": ""At age 8, Sicily Sewell made her first appearance on *The View*."", ""confidence_score"": 70}"
"{""answer"": ""Catherine discovers the body of Lynn Dewhurst in Season 3, Episode 4 of *Happy Valley*."", ""confidence_score"": 100}"
"{""answer"": ""Richard Evelyn Byrd Jr. was promoted to the rank of Lieutenant (Junior Grade) on 29 May 1918."", ""confidence_score"": 90}"
"{""answer"": ""Kiyosi Ito received the Fujiwara Prize in 1954."", ""confidence_score"": 100}"
"{""answer"": ""MKA first said, 'Peace at home, peace in the world,' on 5 September 2001."", ""confidence_score"": 80}"
"{""answer"": ""Shokichi Iyanaga became Dean of the Faculty of Science at Tokyo University in 1949."", ""confidence_score"": 90}"
"{""answer"": ""Natasha Merle started her legal career as a law clerk at Dewey Ballantine in New York from 2008 to 2009."", ""confidence_score"": 90}"
"{""answer"": ""I lack sufficient information to determine Prabhunath Singh's birth date with confidence."", ""confidence_score"": 0}"
"{""answer"": ""The full name is Álvaro Obregón Ségre."", ""confidence_score"": 80}"
