Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
2571,Adversarial,Misconceptions,when did the movie peter pan come out,2003,2003; 25 December 2003,1953,,When did the movie peter pan come out,2003,"The movie *Peter Pan* was released on February 5, 1953.","[-7.152555099310121e-07, -0.0003623305819928646, -0.0004472924047149718, 0, 0, -3.576278118089249e-07, -1.1920928244535389e-07, -0.0003195490571670234, -0.002211150946095586, -4.172316494077677e-06, -2.7418097943154862e-06, -3.2543604902457446e-05, 0, -4.768370445162873e-07, -2.50339189733495e-06, 0, 0, -1.1920928244535389e-07, -2.3841855067985307e-07, 0]",0.9998307987826138,INCORRECT
2572,Adversarial,Misconceptions,what is the transfer speed for sata 1,1.5 Gbit/s,1.5 Gbit/s,1.5 Gbps,,What is the transfer speed for sata 1,1.5 gbit/s,The transfer speed for SATA I is 1.5 Gbps.,"[-0.0019286142196506262, -1.5497195136049413e-06, 0, 0, 0, -0.00861463975161314, -0.0011701886542141438, -2.3841855067985307e-07, 0, 0, 0, -0.03804611787199974, -0.0019308748887851834, -0.16027416288852692, 0]",0.9859682828147931,CORRECT
2573,Adversarial,Misconceptions,where does new crust come from in sea floor spreading,basaltic magma,basaltic magma; volcanic activity,From volcanic eruptions,,Where does new crust come from in sea floor spreading,Basaltic magma,New crust forms at mid-ocean ridges from magma that rises and solidifies as tectonic plates pull apart during sea floor spreading.,"[0, -0.0031777145341038704, -0.47497671842575073, -7.486063259420916e-05, -1.6689286894688848e-06, 0, -1.1920928244535389e-07, 0, 0, -0.32426032423973083, -0.010323459282517433, -0.16022451221942902, -3.576278118089249e-07, -0.0995868369936943, -5.722029527532868e-06, 0, -0.0006124289939180017, -1.6689160474925302e-05, 0, 0, 0, -0.1367126703262329, 0, -0.20141352713108063, -0.38687101006507874, -3.576278118089249e-07, 0, 0, 0]",0.9398744934336565,CORRECT
2574,Adversarial,Misconceptions,who cracked the enigma code in world war 2,Turing,Turing,Alan Turing,,Who cracked the enigma code in world war 2,Turing,Alan Turing and his team at Bletchley Park cracked the Enigma code during World War II.,"[-0.007573226932436228, 0, -0.1242324486374855, -0.023413848131895065, -8.821448318485636e-06, -2.753696753643453e-05, -3.2186455882765586e-06, 0, 0, -7.152555099310121e-07, 0, -0.009422474540770054, 0, -0.16023537516593933, 0, 0, -3.4570634852570947e-06, 0, -4.768370445162873e-07, -0.002476127352565527, -0.0015066235791891813, 0]",0.9851610016132593,CORRECT
2575,Adversarial,Misconceptions,what were the two causes of the dust bowl,severe drought,severe drought,Overgrazing and deforestation,,What were the two causes of the dust bowl,Severe drought,The Dust Bowl was caused by severe drought and poor farming practices that left the soil exposed and vulnerable to wind erosion.,"[-4.005352093372494e-05, -0.4740784168243408, 0, -7.629365427419543e-06, -0.0005529781919904053, -1.0728830375228426e-06, -0.027281716465950012, 0, -0.05360150709748268, -0.1389305293560028, -0.00681125745177269, 0, -2.3841574147809297e-05, -0.4692063331604004, -0.20163114368915558, -5.5549986427649856e-05, -0.038165003061294556, -0.12693676352500916, -0.000409161759307608, -4.768370445162873e-07, -0.029751690104603767, 0, 0, 0]",0.9367752561565826,INCORRECT
2576,Adversarial,Misconceptions,what type of reaction occurs to form a dipeptide,peptide bond,peptide bond,Combustion reaction,,What type of reaction occurs to form a dipeptide,Peptide bond,"A condensation reaction occurs between the carboxyl group of one amino acid and the amino group of another, forming a peptide bond and releasing a water molecule.","[-5.030505417380482e-05, -0.0026347467210143805, 0, -0.9740769863128662, -0.007344626355916262, -0.4741135835647583, -0.825939416885376, -0.0024776733480393887, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.0967194612021558e-05, 0, 0, 0, -0.023416293784976006, -0.008614994585514069, 0, -0.0011709030950441957, 0, -3.5523738915799186e-05, -0.0002037079248111695, -0.0024756519123911858, -0.005234227981418371, 0, -4.768370445162873e-07, 0]",0.9318910255353128,CORRECT
2577,Adversarial,Misconceptions,where does the un security council get troops for military actions,member states of the UN,member states of the UN; member states,From NATO member countries,,Where does the un security council get troops for military actions,Member states of the un,The UN Security Council does not have its own troops; it authorizes member states to contribute military forces for peacekeeping or enforcement actions.,"[-3.576278118089249e-07, -8.34461570775602e-06, 0, 0, -0.00020561488054227084, 0, -3.576214658096433e-05, -0.0015222163638100028, -1.1920928244535389e-07, -0.12808090448379517, -0.2519645392894745, -0.0031780709978193045, -0.00011503035057103261, 0, -0.3054075241088867, 0, -0.07890759408473969, -0.0007138088112697005, -0.12906406819820404, -0.0004306104383431375, -0.25196388363838196, -6.329813186312094e-05, 0, -1.5497195136049413e-06, -2.276871418871451e-05, -0.0006277974462136626, -0.053388502448797226, 0]",0.9578531519981773,CORRECT
2578,Adversarial,Misconceptions,who voices hiccup in how to train your dragon 2,Jay Baruchel,Jay Baruchel,Jay Baruchel,,Who voices hiccup in how to train your dragon 2,Jay baruchel,Jay Baruchel voices Hiccup in *How to Train Your Dragon 2*.,"[-0.009059632197022438, -1.4305104514278355e-06, -4.410734163684538e-06, 0, -9.548207890475169e-05, 0, 0, 0, -2.3841855067985307e-07, -0.00027843413408845663, 0, -2.861018856492592e-06, -2.3841855067985307e-07, -7.152555099310121e-07, -8.344646857949556e-07, -8.344646857949556e-07, -2.3841855067985307e-07, -1.5497195136049413e-06, 0]",0.9995029183316526,CORRECT
2579,Adversarial,Misconceptions,who does luke skywalker fall in love with,Mara Jade,Mara Jade,Mara Jade,,Who does luke skywalker fall in love with,Mara jade,Luke Skywalker falls in love with Mara Jade in the Star Wars Expanded Universe.,"[-2.0265558760002023e-06, -1.1920922133867862e-06, -0.0011745942756533623, -1.1920928244535389e-07, -1.4305104514278355e-06, -4.768370445162873e-07, -0.46658581495285034, -2.3841855067985307e-07, -0.003973565995693207, -7.986990567587782e-06, -0.018977034837007523, -3.576272320060525e-06, -0.7949351072311401, 0, -0.14124803245067596, -1.7881377516459906e-06]",0.9146790305342006,CORRECT
2580,Adversarial,Misconceptions,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,A vanishing point,A horizontal line,,If there is a line that lies parallel to the horizon it is said to be,A vanishing point,A line that lies parallel to the horizon is said to be horizontal.,"[-0.02991066873073578, -1.8358061424805783e-05, -1.6689286894688848e-06, -2.3841855067985307e-07, 0, 0, 0, -3.576278118089249e-07, 0, 0, 0, -1.1920928244535389e-07, -1.07287787614041e-05, 0, 0]",0.9980058483174176,INCORRECT
2581,Adversarial,Misconceptions,when was the last year the raiders won the superbowl,1983,1983,2002,,When was the last year the raiders won the superbowl,1983,The Las Vegas Raiders last won the Super Bowl in 1984 (Super Bowl XVIII).,"[-1.3708974620385561e-05, -0.2603180706501007, -9.536738616588991e-07, -3.576278118089249e-07, -3.0517112463712692e-05, 0, -7.152555099310121e-07, 0, -8.344646857949556e-07, -0.0011704268399626017, -0.04867226630449295, -0.0005529781919904053, -5.960462772236497e-07, -6.806619057897478e-05, -0.126931831240654, -0.2549993693828583, -0.00034350217902101576, 0, -3.576272320060525e-06, -1.4066597032069694e-05, -0.2531266212463379, 0]",0.9579005719013828,INCORRECT
2582,Adversarial,Misconceptions,how much energy does coal produce in the us,16.5 quadrillion BTUs,16.5 quadrillion BTUs; 30.4%,50% of total energy production,,How much energy does coal produce in the us,16.5 quadrillion btus,"Coal produced about 16% of U.S. electricity in 2023, equating to roughly 774 billion kilowatt-hours of energy.","[-0.006725532468408346, -0.049054160714149475, -0.011048921383917332, 0, -0.00012051333033014089, -8.415821503149346e-05, -0.00014780859055463225, -4.768370445162873e-07, -0.17631171643733978, 0, 0, 0, -0.0001234931987710297, -5.960462772236497e-07, 0, 0, 0, -3.6954811548639555e-06, -3.540453326422721e-05, -1.4279859066009521, 0, 0, -0.10020668804645538, 0, -0.25294455885887146, -0.040171604603528976, -0.6471598744392395, -0.008687203750014305, -8.106198947643861e-06, 0, -0.20141421258449554, 0, -0.008622676134109497, -0.01935863122344017, -3.933898824470816e-06, 0]",0.9213175148381733,INCORRECT
2583,Adversarial,Misconceptions,what is the definition of the word hosanna,"save, rescue, savior","save, rescue, savior; rescue; savior; save",A cry for help,,What is the definition of the word hosanna,"Save, rescue, savior","""Hosanna"" is an expression of praise or adoration, originally a Hebrew exclamation meaning ""save, we pray,"" used in religious contexts to acclaim or glorify someone.","[-0.023294130340218544, 0, 0, -2.0265558760002023e-06, -2.3841855067985307e-07, -0.0297507643699646, -1.1373200416564941, 0, -0.0008859285153448582, -0.30042511224746704, -0.005532785318791866, -1.3351351299206726e-05, -0.022311385720968246, -0.07909110933542252, -1.6323232650756836, -0.02387523651123047, -0.14995414018630981, -4.768370445162873e-07, -0.00012385078298393637, -0.021271076053380966, -3.6954811548639555e-06, -0.0299480389803648, -0.00037174468161538243, -6.0794889577664435e-05, -0.0003364712174516171, -0.10286083817481995, -0.007935307919979095, -0.16758185625076294, -0.20209573209285736, -0.0041281492449343204, -0.2647644281387329, -0.15849079191684723, -1.0572504997253418, 0, -0.5068455338478088, -0.1609734445810318, 0]",0.8482415895360704,CORRECT
2584,Adversarial,Misconceptions,where does the sun hit the us first,the summit of Cadillac Mountain,the summit of Cadillac Mountain,Maine,,Where does the sun hit the us first,The summit of cadillac mountain,"The sun hits the U.S. first at the easternmost point, which is West Quoddy Head in Maine.","[-9.536738616588991e-07, -6.270212179515511e-05, -1.1368741989135742, -0.00012742661056108773, -1.1803137063980103, -1.1920928244535389e-07, -4.768370445162873e-07, -1.5497195136049413e-06, -0.2071569412946701, -1.2418506145477295, -0.30670568346977234, -0.003509317059069872, -1.4305104514278355e-06, -0.044537466019392014, -0.44172579050064087, -2.7418097943154862e-06, -0.01658662222325802, -2.145764938177308e-06, -3.576278118089249e-07, 0, -5.960462772236497e-07, -0.06197209656238556, -0.07906225323677063, -0.00013207517622504383, 0]",0.8279313069880233,INCORRECT
2585,Adversarial,Misconceptions,who are the only 2 families that have had 3 generations of oscar winners,The Hustons,The Hustons; the Coppolas; Hustons; Farrow/Previn/Allens; Coppolas,The Barrymores and the Fondas,,Who are the only 2 families that have had 3 generations of oscar winners,The hustons,"The only two families with three generations of Oscar winners are the Hustons (Walter, John, and Anjelica Huston) and the Coppolas (Carmine, Francis Ford, and Sofia Coppola).","[-1.5735502529423684e-05, -0.08425760269165039, 0, 0, -6.460934673668817e-05, 0, -8.106198947643861e-06, -1.1920928244535389e-07, -6.6756979322235566e-06, 0, 0, -2.50339189733495e-06, -0.014076823368668556, -7.867782187531702e-06, -0.5759505033493042, -4.6491513785440475e-06, -2.3841855067985307e-07, -5.006777428206988e-06, -2.9802276912960224e-06, -1.1920928244535389e-07, -0.048588916659355164, -0.0002195594133809209, -4.136476854910143e-05, -1.1920928244535389e-07, 0, -0.06196772679686546, -1.1920928244535389e-07, -7.033323527139146e-06, -3.576278118089249e-07, -4.327203714638017e-05, -0.03998653218150139, 0, -4.6491513785440475e-06, -0.0006246999255381525, -4.887569048150908e-06, 0, -1.311301275563892e-06, -0.0004999579978175461, -4.887569048150908e-06, -1.2516897186287679e-05, -0.00010573305189609528, -0.18151144683361053, 0, 0, -0.0008509114268235862, -5.960462772236497e-07]",0.978306584545651,INCORRECT
2586,Adversarial,Misconceptions,what is the name of the chief justice of ghana,Sophia Akuffo,Sophia Akuffo,Sophia Akuffo,,What is the name of the chief justice of ghana,Sophia akuffo,"As of 2023, the Chief Justice of Ghana is Gertrude Torkornoo.","[-0.4741908311843872, -3.576272320060525e-06, -0.6701315641403198, -1.1920928244535389e-07, 0, -2.3841830625315197e-06, -0.38969916105270386, -5.960462772236497e-07, -4.768370445162873e-07, -2.7418097943154862e-06, -2.3841855067985307e-07, 0, 0, -1.1920928244535389e-07, -0.2464657425880432, -1.9073468138230965e-06, 0, -0.2189229428768158, -0.00015341058315243572, -0.0004419303731992841, -1.1920928244535389e-07, -7.509902934543788e-05, 0]",0.9167132468874631,INCORRECT
2587,Adversarial,Misconceptions,who is considered the father of modern cosmology,Edwin Hubble,Edwin Hubble,Albert Einstein,,Who is considered the father of modern cosmology,Edwin hubble,Nicolaus Copernicus is considered the father of modern cosmology for proposing the heliocentric model of the universe.,"[-0.5627092719078064, -1.490105023549404e-05, 0, 0, 0, -2.3841855067985307e-07, -6.318072337307967e-06, -0.0003393312799744308, -2.3841855067985307e-07, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, 0, 0, -0.25205856561660767, -0.2882772982120514, -6.079655122448457e-06, -1.1920928244535389e-07, 0, 0, -5.8530047681415454e-05, -0.005333243403583765, 0, -0.023252785205841064, -0.00023100091493688524, 0]",0.9573851196446067,INCORRECT
2588,Adversarial,Misconceptions,who discovered one of the first taxonomic classification schemes,Swedish botanist Carl Linnaeus,Swedish botanist Carl Linnaeus,Aristotle,,Who discovered one of the first taxonomic classification schemes,Swedish botanist carl linnaeus,Carl Linnaeus discovered one of the first taxonomic classification schemes.,"[-0.012617050670087337, 0, -1.1920928244535389e-07, 0, -0.07893943041563034, -3.576278118089249e-07, 0, 0, -6.6756979322235566e-06, -0.47991496324539185, 0, 0, -8.583032467868179e-06, -0.00023922442051116377, 0]",0.9626021451486486,CORRECT
2589,Adversarial,Misconceptions,who plays on the tv show the resident,Merrin Dungey,Merrin Dungey; Emily VanCamp; Bruce Greenwood; Melina Kanakaredes; Manish Dayal; Matt Czuchry; Moran Atias; Shaunette Renée Wilson,Matt Czuchry,,Who plays on the tv show the resident,Merrin dungey,"The TV show *The Resident* stars actors such as Matt Czuchry, Emily VanCamp, Bruce Greenwood, and Manish Dayal.","[-0.23179134726524353, -0.9762618541717529, -2.264974000354414e-06, -0.014164859429001808, -3.6954811548639555e-06, -4.291525328881107e-06, 0, -0.4773385226726532, -0.4578487277030945, -0.12733347713947296, -1.1920928244535389e-07, -0.0025516352616250515, 0, -0.0008617501589469612, -1.5497195136049413e-06, 0, -2.264974000354414e-06, -0.5917238593101501, -0.00016675988445058465, -5.960446742392378e-06, -0.0001399419124936685, -0.1977672576904297, -0.0009254701435565948, 0, -0.058017246425151825, -0.34890469908714294, -0.031012186780571938, -5.435795901576057e-05, 0, -0.3689921200275421, 0]",0.8821873365736956,INCORRECT
2590,Adversarial,Misconceptions,when did are you smarter than a 5th grader first air,"February 27, 2007","February 27, 2007",2006,,When did are you smarter than a 5th grader first air,"February 27, 2007","""Are You Smarter than a 5th Grader?"" first aired on February 27, 2007.","[-0.12733137607574463, -2.3841855067985307e-07, -9.536738616588991e-07, -3.576278118089249e-07, -1.1920928244535389e-07, -0.006715348921716213, 0, -1.1920928244535389e-07, -4.768370445162873e-07, 0, -1.9073468138230965e-06, 0, -1.1920928244535389e-07, 0, -3.933898824470816e-06, 0, -1.0013530300057027e-05, -1.1920928244535389e-07, -6.198863957251888e-06, -8.821448318485636e-06, 0, 0, 0, 0, 0, -5.960462772236497e-07, -0.00043072958942502737, 0]",0.9952075410430625,CORRECT
