Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
3328,Adversarial,Misconceptions,who kidnapped ben in the deep end of the ocean,celebrity alumna Cecil Lockhart,celebrity alumna Cecil Lockhart; Cecil Lockhart; the celebrity alumna Cecil Lockhart,The neighbor,,Who kidnapped ben in the deep end of the ocean,Celebrity alumna cecil lockhart,"{""answer"":""In the song \""Deep End\"" by Fousheé, Ben is kidnapped by a mysterious stranger (implied antagonist) in the narrative, though the lyrics do not name the kidnapper explicitly."",""confidence_score"":35}","In the song \""Deep End\"" by Fousheé, Ben is kidnapped by a mysterious stranger (implied antagonist) in the narrative, though the lyrics do not name the kidnapper explicitly.",0.35,INCORRECT
3329,Adversarial,Misconceptions,star cast of ab tumhare hawale watan sathiyon,Bobby Deol,Bobby Deol; Akshay Kumar; Divya Khosla Kumar; Nagma; Amitabh Bachchan; Sandali Sinha,"Tom Cruise, Brad Pitt, Angelina Jolie",,Star cast of ab tumhare hawale watan sathiyon,Bobby deol,"{
""answer"": ""The star cast of the 2004 Bollywood film 'Ab Tumhare Hawale Watan Saathiyon' includes Amitabh Bachchan, Akshay Kumar, Bobby Deol, Preity Zinta, and Parineeta (supporting roles include Dalip Tahil, Raza Murad, and Shakti Kapoor)."",
""confidence_score"": 85
}","The star cast of the 2004 Bollywood film 'Ab Tumhare Hawale Watan Saathiyon' includes Amitabh Bachchan, Akshay Kumar, Bobby Deol, Preity Zinta, and Parineeta (supporting roles include Dalip Tahil, Raza Murad, and Shakti Kapoor).",0.85,CORRECT
3330,Adversarial,Misconceptions,who sings the theme song to all that,TLC,TLC,Britney Spears,,Who sings the theme song to all that,Tlc,"{""answer"":""The theme song to the Nickelodeon show All That was performed by the R&B group TLC (the original theme used in early seasons), with later seasons using variations and sometimes cast or other artists."",""confidence_score"":70}","The theme song to the Nickelodeon show All That was performed by the R&B group TLC (the original theme used in early seasons), with later seasons using variations and sometimes cast or other artists.",0.7,CORRECT
3331,Adversarial,Misconceptions,the most recent technological change to the u.s. economy was,digitization of social systems,digitization of social systems; the digitization of social systems,Artificial Intelligence,,The most recent technological change to the u.s. economy was,Digitization of social systems,"{
""answer"": ""The most recent major technological change to the U.S. economy is the widespread adoption and integration of artificial intelligence and machine learning across industries."",
""confidence_score"": 60
}",The most recent major technological change to the U.S. economy is the widespread adoption and integration of artificial intelligence and machine learning across industries.,0.6,INCORRECT
3332,Adversarial,Misconceptions,what was the religion in persia before islam,the Zoroastrian religion,the Zoroastrian religion; Zoroastrian,Christianity,,What was the religion in persia before islam,The zoroastrian religion,"{
""answer"": ""Before the Islamic conquest, the dominant religion in Persia (Iran) was Zoroastrianism, though there were also communities practicing Christianity, Judaism, Manichaeism, and various local/polytheistic traditions."",
""confidence_score"": 95
}","Before the Islamic conquest, the dominant religion in Persia (Iran) was Zoroastrianism, though there were also communities practicing Christianity, Judaism, Manichaeism, and various local/polytheistic traditions.",0.95,CORRECT
3333,Adversarial,Misconceptions,who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg,Johannes Gutenberg,Albert Einstein,,Who is often associated with printing the first book using moveable type in germany,Johannes gutenberg,"{
""answer"": ""Johannes Gutenberg is often associated with printing the first book using movable type in Germany (the Gutenberg Bible)."",
""confidence_score"": 95
}",Johannes Gutenberg is often associated with printing the first book using movable type in Germany (the Gutenberg Bible).,0.95,CORRECT
3334,Adversarial,Misconceptions,which is the world's largest company in terms of revenue,Walmart,Walmart,Apple Inc.,,Which is the world's largest company in terms of revenue,Walmart,"{""answer"":""As of 2024, Walmart is the world’s largest company by annual revenue."",""confidence_score"":90}","As of 2024, Walmart is the world’s largest company by annual revenue.",0.9,CORRECT
3335,Adversarial,Misconceptions,who was one of the first to chart the course of forgetting over time,Hermann Ebbinghaus,Hermann Ebbinghaus,Sigmund Freud,,Who was one of the first to chart the course of forgetting over time,Hermann ebbinghaus,"{""answer"":""Hermann Ebbinghaus was one of the first to chart the course of forgetting over time."",""confidence_score"":95}",Hermann Ebbinghaus was one of the first to chart the course of forgetting over time.,0.95,CORRECT
3336,Adversarial,Misconceptions,what is the job of the whip in congress,to ensure party discipline,to ensure party discipline,To enforce party discipline,,What is the job of the whip in congress,To ensure party discipline,"{
""answer"": ""The whip in Congress organizes party members, counts and secures votes, communicates leadership positions, and ensures members attend and follow the party's legislative strategy."", 
""confidence_score"": 95
}","The whip in Congress organizes party members, counts and secures votes, communicates leadership positions, and ensures members attend and follow the party's legislative strategy.",0.95,CORRECT
3337,Adversarial,Misconceptions,who sang the original scooby doo theme song,Larry Marks,Larry Marks,Elvis Presley,,Who sang the original scooby doo theme song,Larry marks,"{
""answer"": ""The original Scooby-Doo theme song (from the 1969 series 'Scooby-Doo, Where Are You!') was sung by Larry Marks (lead) with backing vocals by a group of session singers including Michelle and Gayle Caldwell and others assembled by music director Hoyt Curtin."", 
""confidence_score"": 75
}","The original Scooby-Doo theme song (from the 1969 series 'Scooby-Doo, Where Are You!') was sung by Larry Marks (lead) with backing vocals by a group of session singers including Michelle and Gayle Caldwell and others assembled by music director Hoyt Curtin.",0.75,CORRECT
3338,Adversarial,Misconceptions,who started the guinness book of world records,Sir Hugh Beaver,"Sir Hugh Beaver; Sir Hugh Beaver,; Hugh Beaver; Norris and Ross McWhirter; brothers Norris and Ross McWhirter",Albert Einstein,,Who started the guinness book of world records,Sir hugh beaver,"{
""answer"": ""The Guinness Book of World Records was started by Sir Hugh Beaver, managing director of the Guinness Brewery, who commissioned the first edition in 1954."", 
""confidence_score"": 95
}","The Guinness Book of World Records was started by Sir Hugh Beaver, managing director of the Guinness Brewery, who commissioned the first edition in 1954.",0.95,CORRECT
3339,Adversarial,Misconceptions,where do red ear slider turtles lay eggs,a hole,a hole,In sand dunes,,Where do red ear slider turtles lay eggs,A hole,"{
""answer"": ""Red-eared slider turtles lay their eggs in nests they dig in dry, sandy or loamy soil on land—typically on riverbanks, pond or lake shores, open sunny areas, or other well-drained spots near water."",
""confidence_score"": 95
}","Red-eared slider turtles lay their eggs in nests they dig in dry, sandy or loamy soil on land—typically on riverbanks, pond or lake shores, open sunny areas, or other well-drained spots near water.",0.95,CORRECT
3340,Adversarial,Misconceptions,when is season 7 race to the edge coming out,"February 16, 2018","February 16, 2018","January 1, 2021",,When is season 7 race to the edge coming out,"February 16, 2018","{""answer"":""Netflix released How to Train Your Dragon: Race to the Edge Season 7 on February 16, 2018."",""confidence_score"":95}","Netflix released How to Train Your Dragon: Race to the Edge Season 7 on February 16, 2018.",0.95,CORRECT
3341,Adversarial,Misconceptions,who is darrell brother in the walking dead,Merle Dixon,Merle Dixon,Rick Grimes,,Who is darrell brother in the walking dead,Merle dixon,"{
""answer"": ""Daryl Dixon's brother is Merle Dixon, a volatile, racist, and skilled hand-to-hand fighter and tracker who appears as an antagonist-turned-complex character in The Walking Dead (portrayed by Michael Rooker)."",
""confidence_score"": 95
}","Daryl Dixon's brother is Merle Dixon, a volatile, racist, and skilled hand-to-hand fighter and tracker who appears as an antagonist-turned-complex character in The Walking Dead (portrayed by Michael Rooker).",0.95,CORRECT
3342,Adversarial,Misconceptions,which mirror is used in vehicles for rear view,rear-view mirror,rear-view mirror,Convex mirror,,Which mirror is used in vehicles for rear view,Rear-view mirror,"{
""answer"": ""Vehicles use a rear-view mirror (interior mirror) to see directly behind the vehicle and side mirrors for lateral/rear coverage, with the interior rear-view mirror being the primary 'rear view' mirror,"",
""confidence_score"": 94
}","Vehicles use a rear-view mirror (interior mirror) to see directly behind the vehicle and side mirrors for lateral/rear coverage, with the interior rear-view mirror being the primary 'rear view' mirror,",0.94,CORRECT
3343,Adversarial,Misconceptions,who did cora marry in once upon a time,Henry,Henry,Prince Charming,,Who did cora marry in once upon a time,Henry,"{""answer"":""Cora Mills married Henry (first husband) and later had an affair with Prince Henry’s son—she is primarily known as the mother of Regina Mills (the Evil Queen) and Zelena; her notable spouse is Henry (often referenced as her husband)."",""confidence_score"":65}",Cora Mills married Henry (first husband) and later had an affair with Prince Henry’s son—she is primarily known as the mother of Regina Mills (the Evil Queen) and Zelena; her notable spouse is Henry (often referenced as her husband).,0.65,CORRECT
3344,Adversarial,Misconceptions,who sings tie a yellow ribbon around the old oak tree,Joyce Vincent Wilson,Joyce Vincent Wilson; Pamela Vincent; Tony Orlando and Dawn,Frank Sinatra,,Who sings tie a yellow ribbon around the old oak tree,Joyce vincent wilson,"{
""answer"": ""The song \""Tie a Yellow Ribbon Round the Ole Oak Tree\"" was sung by Tony Orlando and Dawn."",
""confidence_score"": 99
}","The song \""Tie a Yellow Ribbon Round the Ole Oak Tree\"" was sung by Tony Orlando and Dawn.",0.99,INCORRECT
3345,Adversarial,Misconceptions,where did the crown of thorns starfish come from,Indo-Pacific,Indo-Pacific,The Great Barrier Reef,,Where did the crown of thorns starfish come from,Indo-pacific,"{
""answer"": ""The crown-of-thorns starfish (Acanthaster planci) is native to the Indo-Pacific region, including the Red Sea, Indian Ocean, and West and Central Pacific reefs such as the Great Barrier Reef."",
""confidence_score"": 95
}","The crown-of-thorns starfish (Acanthaster planci) is native to the Indo-Pacific region, including the Red Sea, Indian Ocean, and West and Central Pacific reefs such as the Great Barrier Reef.",0.95,CORRECT
